"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-07-31,77626,"45369","OH","Springfield","Clark County","South Vienna",12737,165600,0.00607533414337789,0.0356472795497186,0.0116065974343311,0.0676064799783254,0.029268910899116,"2019-07","2019-Q3",165600,0,"2019-07"
2019-07-31,89091,"71435","LA",,"Caldwell Parish","Grayson",12738,92800,0.025414364640884,0.0474040632054176,0.0197802197802198,0.0562060602478378,,"2018-04","2018-Q2",94800,-0.0210970464135021,"2018-03"
2019-07-31,91314,"76225","TX","Dallas-Fort Worth-Arlington","Wise County","Alvord",12739,192700,0,-0.00874485596707819,0.0807627593942793,0.0849225545899359,0.0363803790489037,"2019-02","2019-Q1",196800,-0.0208333333333333,"2018-12"
2019-07-31,76620,"43310","OH","Bellefontaine","Logan County","Belle Center",12740,143400,0.00631578947368421,0.0184659090909091,0.100537221795856,0.0713492962728737,0.0402966560650464,"2019-07","2019-Q3",143400,0,"2019-07"
2019-07-31,86001,"63341","MO","St. Louis","Saint Charles County","Wentzville",12741,386500,0.00415692387633152,0.000517732332384157,0.00025879917184265,0.0550888018872269,0.0246047294348082,"2018-09","2018-Q3",392000,-0.014030612244898,"2018-08"
2019-07-31,63316,"13825","NY","Oneonta","Otsego County","Otego",12742,149400,0.0047074646940148,0.0204918032786885,0.0353430353430353,0.026948277257496,0.0102616441803733,"2019-07","2019-Q3",149400,0,"2019-07"
2019-07-31,78710,"47638","IN","Evansville","Posey County","Wadesville",12743,187600,0.00806018269747448,0.0168021680216802,0.0713877784123358,0.057873933720052,0.0319323484410163,"2019-07","2019-Q3",187600,0,"2019-07"
2019-07-31,62908,"13033","NY","Auburn","Cayuga County","Ira",12744,119900,0.00756302521008403,0.0782374100719424,0.0969807868252516,0.0465576637443141,0.023014009554275,"2019-07","2019-Q3",119900,0,"2019-07"
2019-07-31,74342,"37373","TN","Chattanooga","Hamilton County","Sale Creek",12745,158800,0.00379266750948167,0.0251775338928341,0.12226148409894,,,"2019-07","2019-Q3",158800,0,"2019-07"
2019-07-31,86536,"64658","MO",,"Chariton County","Marceline",12746,55100,-0.0299295774647887,-0.0125448028673835,0.0637065637065637,0.00818257118807653,0.0063895199085795,"2017-09","2017-Q3",62400,-0.116987179487179,"2015-08"
2019-07-31,73192,"34737","FL","Orlando-Kissimmee-Sanford","Lake County","Howey in the Hills",12747,259000,-0.00115696104897802,-0.000771604938271605,0.0667215815485997,0.0725248886330079,0.0284734653498235,"2006-06","2006-Q2",324400,-0.201602959309494,"2005-07"
2019-07-31,86308,"64061","MO","Warrensburg","Johnson County","Kingsville",12748,223100,0.0177919708029197,0.0518623290900519,0.247065399664617,0.0463204762374481,0.0298805471771979,"2019-07","2019-Q3",223100,0,"2019-07"
2019-07-31,88728,"70653","LA","DeRidder","Beauregard Parish","Merryville",12749,72700,0.00553250345781466,-0.00137362637362637,0.0659824046920821,0.057772844036319,0.0432604553376854,"2019-02","2019-Q1",73600,-0.0122282608695652,"2018-12"
2019-07-31,65436,"18346","PA","East Stroudsburg","Monroe County","Coolbaugh",12750,126600,0.0103750997605746,0.0226171243941842,0.0683544303797468,0.0568965847550109,-0.00706361570645331,"2006-12","2006-Q4",158000,-0.19873417721519,"2004-08"
2019-07-31,91422,"76470","TX",,"Eastland County","Ranger",12751,39000,-0.00255754475703325,-0.0151515151515152,0.00775193798449612,0.00787498851789215,0.00313014304927028,"2004-11","2004-Q4",60400,-0.354304635761589,
2019-07-31,74200,"37144","TN",,"Lincoln County","Petersburg",12752,103200,0.0167487684729064,0.0477157360406091,0.171396140749149,0.0819671907053776,0.0343801751441302,"2019-07","2019-Q3",103200,0,"2019-07"
2019-07-31,78348,"46932","IN","Logansport","Cass County","Galveston",12753,113300,0.00532386867790595,0.00265486725663717,0.0739336492890995,0.072618797639481,0.0312370096517862,"2019-07","2019-Q3",113300,0,"2019-07"
2019-07-31,64521,"16254","PA",,"Clarion County","Paint",12754,107100,0.00563380281690141,0.0248803827751196,0.0161290322580645,-0.00167225016307015,0.00294152565256622,"2010-09","2010-Q3",114700,-0.0662598081952921,"2010-01"
2019-07-31,98262,"95536","CA","Eureka-Arcata-Fortuna","Humboldt County","Ferndale",12755,367500,-0.0070251283436909,0.0369638826185102,0.0808823529411765,0.0793227629003859,0.0313485109383853,"2019-06","2019-Q2",370100,-0.00702512834369089,"2019-06"
2019-07-31,68559,"25315","WV","Charleston","Kanawha County","Chesapeake",12756,57300,-0.0103626943005181,-0.0288135593220339,-0.114374034003091,0.00175439675511257,-0.0168303021051719,"2016-11","2016-Q4",72800,-0.212912087912088,"2015-03"
2019-07-31,73349,"35148","AL","Birmingham-Hoover","Walker County","Sumiton",12757,94700,0.0327153762268266,0.0616591928251121,0.0640449438202247,0.0332818146620328,,"2010-07","2010-Q3",120700,-0.215410107705054,
2019-07-31,70988,"30259","GA","Atlanta-Sandy Springs-Roswell","Coweta County","Moreland",12758,199700,-0.00597312095569935,-0.0181907571288102,0.0650666666666667,0.0591884840876196,0.0390871975355582,"2019-03","2019-Q1",205300,-0.0272771553823673,"2018-12"
2019-07-31,66737,"21034","MD","Baltimore-Columbia-Towson","Harford County","Darlington",12759,269700,0.0127675553886594,0.0282119710255433,0.00596792241700858,0.0399753622252996,0.0044059903004614,"2006-10","2006-Q4",292600,-0.0782638414217362,"2005-05"
2019-07-31,75110,"39044","MS","Jackson","Simpson County","Braxton",12760,132700,0.0137509549274255,0.0129770992366412,0.0359094457455113,0.0556940700267099,,"2019-07","2019-Q3",132700,0,"2019-07"
2019-07-31,80799,"52033","IA","Dubuque","Dubuque County","Cascade",12761,161900,0.000618046971569839,0.00559006211180124,0.0438426821405545,0.0271567372308426,0.0291224613100827,"2019-07","2019-Q3",161900,0,"2019-07"
