"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.576021,,
"CHE","Switzerland","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.329355,,
"TUR","Turkey","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-7.977389,,
"TUR","Turkey","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,17.422214,,
"GBR","United Kingdom","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-9.421115,,
"GBR","United Kingdom","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-23.371168,,
"GBR","United Kingdom","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-17.408584,,
"GBR","United Kingdom","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-29.226694,,
"GBR","United Kingdom","P7","Imports of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,3.01,,
"USA","United States","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.983878,,
"USA","United States","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-17.385315,,
"USA","United States","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-5.3255,,
"USA","United States","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-22.123232,,
"USA","United States","P7","Imports of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,0.5625,,
"USA","United States","P7","Imports of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC_PNT","Percentage points","0","Units",,,2.515,,
"ARG","Argentina","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-7.611843,,
"ARG","Argentina","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-16.011347,,
"BRA","Brazil","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.810209,,
"BRA","Brazil","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,3.358333,,
"CHL","Chile","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.1454,,
"CHL","Chile","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-13.599685,,
"CHL","Chile","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-9.549536,,
"CHL","Chile","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-21.282561,,
"EST","Estonia","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.396413,,
"EST","Estonia","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-5.07218,,
"IND","India","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.010428,,
"IND","India","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-7.003381,,
"IDN","Indonesia","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.358718,,
"IDN","Indonesia","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-7.544096,,
"IDN","Indonesia","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.759896,,
"IDN","Indonesia","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-15.465618,,
"ISR","Israel","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.15748,,
"ISR","Israel","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-12.629056,,
"ISR","Israel","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.695492,,
"ISR","Israel","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-15.671771,,
"RUS","Russia","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.327433,,
"RUS","Russia","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.349489,,
"SVN","Slovenia","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.117874,,
"SVN","Slovenia","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.081716,,
"ZAF","South Africa","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.457473,,
"ZAF","South Africa","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.762515,,
"CAN","Canada","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-0.004,,
"FRA","France","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-0.11,,
"FRA","France","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC_PNT","Percentage points","0","Units",,,-2.35,,
"DEU","Germany","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-0.8,,
"ITA","Italy","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-0.775,,
"JPN","Japan","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-0.2,,
"JPN","Japan","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC_PNT","Percentage points","0","Units",,,-3,,
"GBR","United Kingdom","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-1.47,,
"USA","United States","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,0.2825,,
"USA","United States","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC_PNT","Percentage points","0","Units",,,0.17,,
"LVA","Latvia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.272522,,
"LVA","Latvia","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,3.353893,,
"LVA","Latvia","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.937097,,
"LVA","Latvia","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,4.347941,,
"LVA","Latvia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.900322,,
"LVA","Latvia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-7.509772,,
"LVA","Latvia","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.763893,,
"LVA","Latvia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-5.584222,,
"LVA","Latvia","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,3.051832,,
"LVA","Latvia","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.512994,,
"LVA","Latvia","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-9.555845,,
"LVA","Latvia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.947814,,
"LVA","Latvia","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.874561,,
"LVA","Latvia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.826619,,
"G-7","G7","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.931579,,
"G-7","G7","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.364177,,
"G-7","G7","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.770955,,
"G-7","G7","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.99515,,
"G-7","G7","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-10.778389,,
"G-20","G20","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.5,,
"G-7","G7","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.467223,,
"G-20","G20","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.4,,
"G-7","G7","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.041787,,
"G-7","G7","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.636558,,
"G-7","G7","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.422255,,
"G-7","G7","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.990568,,
"G-7","G7","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-5.151544,,
"G-7","G7","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.376279,,
"G-7","G7","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.299306,,
"G-7","G7","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-12.149189,,
"NAFTA","NAFTA","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.32281,,
"NAFTA","NAFTA","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-10.452885,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.781125,,
"OECD","OECD - Total","B11","External balance of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,0.107519,,
"OECD","OECD - Total","P6","Exports of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-0.977573,,
"OECD","OECD - Total","P7","Imports of goods and services","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,1.085092,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.881135,,
"OECDE","OECD - Europe","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.452514,,
"OECD","OECD - Total","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.304367,,
"OECD","OECD - Total","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.753283,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.120249,,
"OECD","OECD - Total","P51","Gross fixed capital formation","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-0.163923,,
"OECD","OECD - Total","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,0.015411,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.835121,,
"OECDE","OECD - Europe","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.382704,,
"OECDE","OECD - Europe","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.139993,,
"OECD","OECD - Total","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.433405,,
"OECDE","OECD - Europe","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.584654,,
"OECD","OECD - Total","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.986768,,
"NAFTA","NAFTA","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.12048,,
"OECD","OECD - Total","P52_P53","Changes in inventories and acquisitions less disposals of valuables","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-0.365819,,
"NAFTA","NAFTA","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.765421,,
"OECDE","OECD - Europe","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.550831,,
"NAFTA","NAFTA","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.15594,,
"OECDE","OECD - Europe","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.428524,,
"NAFTA","NAFTA","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.757062,,
"OECD","OECD - Total","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.748907,,
"NAFTA","NAFTA","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.02482,,
"NAFTA","NAFTA","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-10.786266,,
"OECDE","OECD - Europe","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.845,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.38549,,
"OECDE","OECD - Europe","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.000803,,
"NAFTA","NAFTA","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.036984,,
"OECD","OECD - Total","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.088581,,
"NAFTA","NAFTA","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.18525,,
"OECDE","OECD - Europe","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.086371,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.896563,,
"NAFTA","NAFTA","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.376423,,
"OECDE","OECD - Europe","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.127778,,
"OECD","OECD - Total","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.919876,,
"NAFTA","NAFTA","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-5.191512,,
"OECD","OECD - Total","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.272034,,
"NAFTA","NAFTA","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.437156,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-1.428309,,
"NAFTA","NAFTA","P51","Gross fixed capital formation","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.208523,,
"COL","Colombia","P51","Gross fixed capital formation","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.977852,,
"COL","Colombia","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,3.504969,,
"COL","Colombia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-5.83441,,
"COL","Colombia","P7","Imports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.743338,,
"COL","Colombia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.385341,,
"COL","Colombia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.619894,,
"COL","Colombia","P7","Imports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.66017,,
"COL","Colombia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,3.890069,,
"COL","Colombia","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.410937,,
